Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
LP102469,13439,12916,384,84,1,Female,Yes,0,Graduate,No,Semiurban,Y
LP102470,7671,1341,192,360,1,Male,No,3+,Graduate,Yes,Semiurban,N
LP102471,2493,1457,686,84,1,Female,No,2,Graduate,Yes,Urban,N
LP102472,17573,5689,266,360,0,Male,No,0,Graduate,Yes,Rural,Y
LP102473,8149,6175,665,84,0,Male,Yes,0,Not Graduate,Yes,Rural,Y
LP102474,16025,11348,173,180,0,Female,Yes,0,Not Graduate,No,Semiurban,Y
LP102475,11783,10820,608,84,1,Male,No,1,Not Graduate,Yes,Urban,Y
LP102476,3797,9202,263,360,0,Male,Yes,2,Not Graduate,No,Semiurban,Y
LP102477,9686,8865,223,120,1,Female,Yes,1,Not Graduate,No,Semiurban,Y
LP102478,14274,1792,60,180,0,Female,No,1,Not Graduate,No,Rural,N
LP102479,6757,11333,621,120,1,Female,Yes,3+,Graduate,Yes,Semiurban,Y
LP102480,16328,1799,670,120,1,Male,No,3+,Graduate,Yes,Rural,Y
LP102481,13348,14912,165,180,1,Female,Yes,3+,Not Graduate,Yes,Rural,N
LP102482,10546,10782,172,84,1,Female,Yes,1,Graduate,No,Rural,Y
LP102483,8752,9394,250,180,0,Female,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP102484,10988,13710,611,120,0,Female,No,0,Not Graduate,Yes,Urban,N
LP102485,24427,7485,198,84,0,Female,No,1,Graduate,No,Urban,Y
LP102486,17434,13352,648,180,0,Female,Yes,1,Graduate,No,Semiurban,Y
LP102487,18176,11753,72,180,1,Male,No,2,Not Graduate,No,Rural,Y
LP102488,13967,5216,435,180,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
LP102489,22634,4705,462,84,0,Female,Yes,2,Graduate,No,Semiurban,N
LP102490,20150,13992,550,360,0,Female,Yes,0,Not Graduate,No,Rural,N
LP102491,12014,7657,84,360,0,Female,No,2,Not Graduate,No,Urban,Y
LP102492,9014,3290,205,120,0,Female,No,3+,Graduate,No,Semiurban,N
LP102493,10011,12548,510,84,1,Female,Yes,3+,Not Graduate,No,Urban,N
LP102494,11717,788,666,120,1,Female,No,0,Graduate,Yes,Rural,N
LP102495,2415,6312,514,120,1,Female,Yes,3+,Graduate,No,Rural,N
LP102496,8309,3137,388,120,1,Female,No,0,Graduate,No,Urban,Y
LP102497,7398,5120,334,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP102498,10012,12063,195,84,1,Male,Yes,0,Graduate,Yes,Semiurban,N
LP102499,6890,5849,133,120,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP102500,13095,7003,99,120,1,Female,No,3+,Graduate,No,Semiurban,Y
LP102501,22216,2177,162,84,0,Female,Yes,3+,Graduate,Yes,Semiurban,N
LP102502,19738,11823,158,180,1,Male,Yes,2,Graduate,Yes,Rural,Y
LP102503,9399,10608,380,84,1,Male,No,0,Not Graduate,No,Semiurban,N
LP102504,8231,9879,128,180,0,Female,Yes,0,Graduate,Yes,Semiurban,N
LP102505,18954,9691,522,84,1,Female,Yes,0,Not Graduate,Yes,Urban,Y
LP102506,17096,7912,446,180,0,Female,No,1,Not Graduate,No,Urban,Y
LP102507,23304,7033,677,180,0,Female,Yes,3+,Not Graduate,No,Rural,Y
LP102508,18273,5550,210,84,1,Male,No,3+,Not Graduate,No,Urban,Y
LP102509,24073,230,172,360,1,Female,No,0,Graduate,No,Rural,Y
LP102510,11119,9315,487,360,0,Female,No,0,Not Graduate,No,Rural,Y
LP102511,17370,9914,447,360,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP102512,23814,4109,86,360,0,Female,No,0,Graduate,No,Urban,Y
LP102513,6396,3350,635,84,1,Male,Yes,2,Graduate,Yes,Urban,Y
LP102514,21964,689,165,120,1,Male,No,3+,Graduate,Yes,Rural,Y
LP102515,17416,7099,558,360,0,Male,Yes,1,Not Graduate,Yes,Urban,Y
LP102516,7124,5562,265,180,1,Female,No,1,Not Graduate,Yes,Rural,Y
LP102517,7128,14339,694,180,1,Male,Yes,2,Not Graduate,No,Rural,Y
LP102518,19917,2642,113,84,0,Female,No,2,Not Graduate,Yes,Rural,Y
LP102519,11940,8667,222,120,0,Male,No,1,Graduate,Yes,Semiurban,Y
LP102520,15239,5392,188,84,1,Male,Yes,3+,Not Graduate,Yes,Rural,Y
LP102521,18265,3037,277,84,0,Female,No,3+,Not Graduate,Yes,Rural,Y
LP102522,18912,6855,376,84,0,Female,No,0,Graduate,Yes,Rural,Y
LP102523,15680,10621,274,180,0,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP102524,8128,11240,264,84,0,Male,Yes,0,Not Graduate,Yes,Urban,Y
LP102525,10774,9579,220,180,1,Male,No,3+,Not Graduate,No,Semiurban,Y
LP102526,10205,6381,280,84,0,Female,No,2,Graduate,No,Semiurban,Y
LP102527,16857,2481,50,180,0,Male,No,1,Graduate,No,Semiurban,Y
LP102528,15970,10323,498,120,1,Male,No,3+,Graduate,Yes,Urban,N
LP102529,22415,5279,251,120,1,Female,No,3+,Not Graduate,No,Rural,Y
LP102530,14622,4930,414,84,1,Male,No,2,Graduate,Yes,Semiurban,Y
LP102531,21290,14346,471,360,0,Female,No,3+,Graduate,No,Semiurban,N
LP102532,4351,10004,241,84,0,Male,No,1,Graduate,No,Urban,Y
LP102533,9471,105,311,360,1,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP102534,9091,10402,183,84,1,Female,No,3+,Not Graduate,No,Rural,Y
LP102535,16645,14534,497,84,1,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
LP102536,1893,8534,283,84,0,Male,Yes,0,Not Graduate,Yes,Rural,Y
LP102537,6769,1996,148,84,0,Female,No,2,Graduate,Yes,Urban,Y
LP102538,10402,14199,340,84,1,Male,No,0,Not Graduate,Yes,Rural,Y
LP102539,4042,13953,266,180,0,Female,No,1,Graduate,Yes,Urban,Y
LP102540,14116,5913,657,360,0,Male,No,0,Graduate,No,Urban,Y
LP102541,17897,6093,331,84,0,Male,Yes,0,Graduate,No,Urban,Y
LP102542,18340,14235,412,84,0,Male,No,0,Graduate,Yes,Semiurban,N
LP102543,23052,10948,698,120,1,Male,Yes,0,Not Graduate,No,Rural,Y
LP102544,11857,6262,128,180,1,Female,No,0,Graduate,No,Rural,Y
LP102545,21343,11252,680,120,0,Female,Yes,2,Not Graduate,Yes,Urban,Y
LP102546,11698,8915,153,84,1,Male,No,2,Not Graduate,No,Urban,Y
LP102547,20402,1735,694,84,0,Male,No,3+,Graduate,No,Urban,Y
LP102548,13294,10038,556,120,1,Male,No,0,Not Graduate,Yes,Rural,N
LP102549,7686,899,679,84,0,Female,Yes,1,Graduate,No,Rural,Y
LP102550,20236,8495,329,180,0,Female,Yes,0,Not Graduate,No,Semiurban,Y
LP102551,20372,13696,145,360,1,Female,Yes,1,Not Graduate,Yes,Urban,Y
LP102552,6018,5729,296,180,0,Female,Yes,0,Not Graduate,Yes,Rural,Y
LP102553,18981,3071,611,180,1,Male,Yes,1,Graduate,No,Rural,Y
LP102554,9444,11417,224,180,0,Male,Yes,2,Graduate,Yes,Rural,Y
LP102555,8997,6862,221,84,0,Male,Yes,3+,Graduate,Yes,Semiurban,Y
LP102556,14715,2925,223,84,0,Male,Yes,1,Not Graduate,Yes,Rural,Y
LP102557,13387,7256,125,360,0,Female,No,2,Not Graduate,No,Rural,Y
LP102558,7647,10415,502,84,0,Female,No,2,Not Graduate,No,Urban,Y
LP102559,21538,5298,387,120,0,Female,No,1,Not Graduate,No,Semiurban,Y
LP102560,7642,2678,231,120,0,Male,No,0,Not Graduate,Yes,Urban,Y
LP102561,11884,766,266,84,0,Male,No,2,Not Graduate,Yes,Urban,N
LP102562,3876,1876,121,360,1,Female,No,1,Not Graduate,No,Urban,Y
LP102563,8602,12407,273,120,0,Male,Yes,2,Graduate,Yes,Semiurban,Y
LP102564,7185,11862,520,120,1,Female,Yes,1,Not Graduate,No,Urban,Y
LP102565,6748,4730,461,120,0,Male,No,3+,Not Graduate,No,Urban,Y
LP102566,7214,8342,298,180,0,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
LP102567,17827,678,663,84,1,Male,No,3+,Not Graduate,No,Semiurban,N
LP102568,15465,11493,401,84,1,Female,No,0,Graduate,No,Urban,Y
LP102569,2549,10940,552,360,0,Female,Yes,2,Graduate,No,Rural,Y
LP102570,10962,7757,532,84,1,Female,No,2,Not Graduate,No,Urban,Y
LP102571,15983,8864,451,120,0,Female,Yes,0,Not Graduate,No,Urban,Y
LP102572,13837,4026,455,120,0,Female,No,1,Not Graduate,No,Rural,Y
LP102573,4752,3510,196,120,1,Female,Yes,2,Graduate,Yes,Urban,Y
LP102574,3460,13641,494,180,1,Male,Yes,3+,Graduate,Yes,Rural,Y
LP102575,3106,14861,513,180,0,Male,No,3+,Graduate,No,Urban,N
LP102576,2021,2004,553,360,0,Female,Yes,1,Not Graduate,Yes,Rural,Y
LP102577,1510,9944,682,84,1,Female,No,2,Graduate,No,Urban,Y
LP102578,4693,2127,98,180,1,Male,No,1,Not Graduate,Yes,Semiurban,Y
LP102579,21570,14783,393,84,0,Female,No,2,Graduate,No,Semiurban,Y
LP102580,5250,1334,527,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
LP102581,23469,2705,455,84,0,Female,Yes,0,Graduate,No,Urban,Y
LP102582,9968,10243,396,120,1,Female,No,2,Graduate,Yes,Urban,Y
LP102583,10295,11097,437,84,1,Male,No,1,Not Graduate,No,Rural,Y
LP102584,15530,12116,660,180,0,Female,No,0,Graduate,No,Rural,N
LP102585,13257,3038,385,360,1,Male,No,1,Not Graduate,Yes,Urban,N
LP102586,2648,12394,653,120,0,Male,Yes,1,Graduate,Yes,Semiurban,Y
LP102587,6189,2370,171,360,1,Female,Yes,2,Graduate,No,Semiurban,N
LP102588,20320,4234,371,84,0,Female,Yes,1,Graduate,No,Rural,Y
LP102589,7354,2126,309,360,0,Female,No,2,Not Graduate,Yes,Urban,Y
LP102590,5018,8549,600,180,0,Female,No,3+,Not Graduate,Yes,Rural,N
LP102591,16012,12050,651,180,0,Female,Yes,3+,Not Graduate,Yes,Rural,Y
LP102592,2235,10687,673,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
LP102593,13584,13902,90,84,0,Female,No,0,Graduate,No,Urban,Y
LP102594,7868,4794,234,360,1,Male,Yes,3+,Not Graduate,Yes,Urban,Y
LP102595,6659,9865,584,180,1,Male,No,0,Graduate,Yes,Urban,Y
LP102596,19894,997,255,120,0,Female,Yes,0,Not Graduate,No,Urban,Y
LP102597,7146,11223,331,120,1,Female,No,2,Graduate,No,Urban,Y
LP102598,21802,11277,149,360,0,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP102599,21211,5941,643,360,1,Female,Yes,0,Graduate,No,Urban,Y
LP102600,15708,3226,194,180,0,Male,No,1,Not Graduate,Yes,Rural,Y
LP102601,23544,13924,567,360,1,Male,No,3+,Not Graduate,No,Semiurban,Y
LP102602,4508,7584,558,360,1,Female,Yes,1,Not Graduate,Yes,Urban,Y
LP102603,2998,2526,529,360,0,Male,No,0,Not Graduate,Yes,Urban,Y
LP102604,10188,2991,371,180,0,Male,Yes,1,Graduate,Yes,Semiurban,Y
LP102605,6163,4616,517,180,1,Female,No,3+,Not Graduate,Yes,Urban,Y
LP102606,2568,3162,619,84,0,Male,No,3+,Not Graduate,Yes,Urban,Y
LP102607,6208,6571,594,180,1,Female,No,3+,Graduate,No,Urban,Y
LP102608,16170,11615,250,180,0,Female,No,0,Not Graduate,No,Semiurban,Y
LP102609,17522,5110,234,84,1,Male,No,1,Not Graduate,Yes,Semiurban,Y
LP102610,13895,1529,449,84,1,Male,No,1,Not Graduate,No,Semiurban,Y
LP102611,8438,14314,366,120,1,Female,Yes,3+,Not Graduate,No,Semiurban,N
LP102612,20642,3715,169,84,1,Male,No,1,Graduate,No,Urban,Y
LP102613,23365,1001,442,180,1,Female,No,3+,Not Graduate,Yes,Rural,Y
LP102614,11065,1999,488,180,1,Female,Yes,2,Graduate,Yes,Urban,Y
LP102615,22408,12001,331,360,1,Female,Yes,0,Graduate,No,Urban,Y
LP102616,17060,4850,510,180,1,Female,Yes,1,Not Graduate,No,Urban,Y
LP102617,13791,6881,429,360,1,Female,No,2,Graduate,No,Semiurban,Y
LP102618,14728,6781,398,84,1,Female,Yes,3+,Graduate,Yes,Rural,Y
LP102619,15142,6488,240,120,0,Female,Yes,2,Graduate,Yes,Rural,N
LP102620,20315,12935,336,120,0,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP102621,22242,13679,70,84,1,Female,Yes,2,Not Graduate,No,Rural,Y
LP102622,16176,7788,186,180,1,Female,Yes,2,Not Graduate,No,Urban,Y
LP102623,15092,5784,355,360,0,Male,Yes,1,Graduate,Yes,Semiurban,Y
LP102624,3305,9036,569,120,0,Female,Yes,3+,Not Graduate,No,Urban,Y
LP102625,10140,10829,193,180,1,Female,No,3+,Graduate,Yes,Urban,N
LP102626,9961,13378,692,84,0,Male,Yes,3+,Not Graduate,No,Semiurban,N
LP102627,10739,2399,186,120,0,Male,Yes,0,Not Graduate,No,Urban,N
LP102628,19700,4190,631,120,0,Male,No,3+,Not Graduate,No,Urban,N
LP102629,4748,9118,632,120,0,Male,No,2,Not Graduate,No,Semiurban,Y
LP102630,9946,8153,554,84,1,Male,No,2,Not Graduate,No,Rural,Y
LP102631,18935,11361,491,120,0,Female,No,1,Not Graduate,No,Rural,Y
LP102632,24464,14881,190,120,0,Male,No,0,Not Graduate,Yes,Rural,Y
LP102633,15716,6266,269,180,0,Male,No,1,Graduate,Yes,Rural,Y
LP102634,2426,12670,303,84,0,Male,No,1,Graduate,No,Urban,N
LP102635,22384,13149,233,84,1,Female,Yes,3+,Graduate,No,Rural,Y
LP102636,6008,14470,598,180,0,Male,No,0,Not Graduate,Yes,Semiurban,N
LP102637,13121,13232,62,120,0,Male,No,2,Not Graduate,Yes,Semiurban,Y
LP102638,11956,9566,660,84,0,Male,No,0,Not Graduate,No,Semiurban,Y
LP102639,14465,2359,102,84,0,Male,No,2,Graduate,No,Urban,Y
LP102640,16207,9931,627,120,1,Female,Yes,1,Graduate,No,Rural,N
LP102641,5495,236,417,120,1,Male,No,3+,Graduate,Yes,Semiurban,N
LP102642,21087,4398,500,84,0,Male,Yes,1,Graduate,No,Rural,Y
LP102643,22721,13918,622,360,1,Male,No,0,Not Graduate,Yes,Rural,Y
LP102644,21294,8254,555,84,1,Female,No,0,Not Graduate,Yes,Rural,Y
LP102645,12190,3187,648,120,1,Male,Yes,2,Not Graduate,No,Rural,N
LP102646,18538,13741,380,120,1,Male,Yes,3+,Not Graduate,No,Semiurban,Y
LP102647,6249,2652,195,84,1,Male,Yes,2,Not Graduate,No,Rural,N
LP102648,22956,8397,213,180,0,Female,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP102649,17910,8448,501,120,1,Female,Yes,1,Graduate,Yes,Rural,Y
LP102650,22007,13690,358,84,0,Male,Yes,2,Graduate,Yes,Rural,Y
LP102651,2985,13059,152,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
LP102652,13808,14328,123,84,0,Male,Yes,2,Not Graduate,Yes,Urban,Y
LP102653,3793,12594,113,84,0,Female,Yes,2,Not Graduate,Yes,Semiurban,Y
LP102654,2750,13133,674,120,1,Female,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP102655,21745,12450,569,84,0,Male,Yes,1,Graduate,Yes,Semiurban,Y
LP102656,18191,1740,512,180,1,Female,Yes,0,Not Graduate,Yes,Rural,N
LP102657,11632,1395,459,360,1,Female,No,1,Graduate,Yes,Urban,Y
LP102658,23141,586,450,120,1,Male,No,3+,Not Graduate,Yes,Rural,Y
LP102659,7664,9180,60,360,1,Male,No,0,Not Graduate,No,Rural,Y
LP102660,7568,7529,124,180,1,Male,No,3+,Not Graduate,Yes,Urban,Y
LP102661,21898,3001,453,180,0,Male,No,1,Graduate,No,Rural,Y
LP102662,7550,3488,105,180,0,Male,No,0,Graduate,No,Urban,Y
LP102663,5458,8517,221,360,0,Male,Yes,3+,Graduate,No,Urban,Y
LP102664,16434,5954,360,120,0,Male,Yes,1,Not Graduate,Yes,Semiurban,N
LP102665,5906,3858,431,84,0,Male,Yes,1,Not Graduate,No,Urban,Y
LP102666,4005,5221,231,120,1,Male,Yes,0,Graduate,Yes,Rural,Y
LP102667,17448,12725,261,360,1,Male,No,1,Graduate,No,Rural,N
LP102668,22170,2697,241,120,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
LP102669,14348,9588,592,360,0,Male,No,1,Not Graduate,Yes,Rural,N
LP102670,24119,203,497,180,1,Female,No,0,Graduate,No,Urban,Y
LP102671,23738,6400,426,180,0,Female,No,0,Not Graduate,Yes,Urban,N
LP102672,15403,7536,506,180,1,Male,No,2,Not Graduate,Yes,Urban,Y
LP102673,15188,7146,530,84,0,Female,No,0,Not Graduate,No,Semiurban,Y
LP102674,5722,13830,272,360,1,Female,No,0,Graduate,No,Semiurban,Y
LP102675,11021,2101,505,84,1,Female,Yes,1,Graduate,Yes,Rural,Y
LP102676,16424,2786,501,180,0,Male,Yes,0,Not Graduate,No,Semiurban,N
LP102677,19044,4338,212,120,1,Female,Yes,2,Not Graduate,Yes,Semiurban,N
LP102678,24867,6003,678,84,0,Female,Yes,2,Graduate,Yes,Urban,Y
LP102679,24617,2084,655,120,1,Male,No,0,Graduate,Yes,Rural,N
LP102680,8856,1955,676,180,1,Female,Yes,2,Not Graduate,Yes,Semiurban,N
LP102681,14595,792,162,360,0,Female,Yes,0,Not Graduate,No,Urban,Y
LP102682,18231,5669,675,360,1,Male,No,2,Graduate,Yes,Semiurban,Y
LP102683,19238,12096,594,84,0,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
LP102684,17616,3839,312,120,0,Female,Yes,0,Not Graduate,No,Urban,N
LP102685,20327,3926,682,360,0,Female,No,1,Not Graduate,Yes,Rural,Y
LP102686,21077,1240,267,84,1,Male,No,3+,Not Graduate,No,Urban,Y
LP102687,1836,425,661,120,1,Male,No,0,Graduate,Yes,Rural,Y
LP102688,20039,5708,616,360,1,Male,No,3+,Not Graduate,Yes,Semiurban,Y
LP102689,7521,1252,275,84,1,Female,Yes,0,Graduate,No,Urban,N
LP102690,16643,11527,634,360,0,Male,No,2,Not Graduate,Yes,Semiurban,Y
LP102691,24844,11694,85,180,1,Male,No,3+,Graduate,No,Rural,Y
LP102692,10899,11232,419,84,0,Male,No,3+,Not Graduate,Yes,Semiurban,N
LP102693,7795,4984,561,120,1,Female,Yes,0,Not Graduate,Yes,Rural,Y
LP102694,24934,10780,388,360,1,Male,Yes,0,Not Graduate,Yes,Urban,N
LP102695,17950,5430,55,120,1,Male,Yes,3+,Not Graduate,Yes,Semiurban,N
LP102696,5293,14491,433,120,0,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
LP102697,12967,1019,687,180,1,Male,Yes,0,Graduate,No,Urban,Y
LP102698,1903,13048,302,180,0,Male,Yes,0,Graduate,No,Semiurban,Y
LP102699,4263,10908,111,84,0,Female,No,0,Graduate,No,Urban,N
LP102700,6646,7756,171,84,0,Male,No,2,Not Graduate,No,Rural,Y
LP102701,19997,14065,479,360,1,Female,Yes,2,Not Graduate,No,Urban,Y
LP102702,3610,14864,331,180,1,Male,Yes,1,Not Graduate,Yes,Urban,Y
LP102703,10546,14195,482,180,1,Male,Yes,3+,Graduate,No,Semiurban,Y
LP102704,12510,10882,379,360,0,Female,Yes,2,Graduate,No,Urban,Y
LP102705,17083,14323,691,180,1,Female,No,2,Graduate,No,Semiurban,Y
LP102706,22731,12086,172,84,0,Female,No,0,Not Graduate,Yes,Urban,Y
LP102707,13251,9479,634,360,0,Male,No,1,Graduate,No,Rural,N
LP102708,7647,9998,232,120,1,Male,Yes,3+,Graduate,Yes,Semiurban,N
LP102709,20309,11851,495,360,0,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
LP102710,20349,5223,118,360,1,Female,Yes,1,Not Graduate,No,Urban,Y
LP102711,22283,5698,301,84,0,Male,Yes,2,Graduate,Yes,Semiurban,Y
LP102712,3126,8518,136,120,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP102713,9269,1848,564,120,0,Male,No,2,Not Graduate,Yes,Urban,Y
LP102714,9659,13822,634,360,0,Female,No,2,Graduate,No,Urban,N
LP102715,7928,11350,131,84,1,Male,No,1,Not Graduate,No,Semiurban,N
LP102716,21195,7399,374,120,0,Female,Yes,2,Not Graduate,No,Rural,N
LP102717,9589,9708,397,84,1,Male,No,1,Graduate,No,Rural,Y
LP102718,1579,12446,666,360,0,Female,Yes,2,Graduate,Yes,Urban,Y
LP102719,7510,4753,657,360,0,Female,No,1,Not Graduate,Yes,Urban,N
LP102720,24320,9898,647,120,1,Female,No,2,Not Graduate,No,Semiurban,Y
LP102721,3954,3334,564,180,1,Male,No,0,Not Graduate,No,Rural,N
LP102722,22566,2166,352,84,1,Male,No,2,Not Graduate,No,Rural,N
LP102723,17210,4574,408,180,1,Female,Yes,2,Graduate,Yes,Semiurban,Y
LP102724,12760,13967,190,84,0,Male,Yes,3+,Graduate,No,Urban,Y
LP102725,6693,2471,412,360,0,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP102726,15574,11957,237,360,0,Female,Yes,3+,Not Graduate,Yes,Urban,Y
LP102727,5948,4428,182,120,0,Female,Yes,2,Not Graduate,No,Rural,Y
LP102728,16035,13781,673,180,1,Female,No,1,Not Graduate,No,Urban,N
LP102729,6868,328,367,360,1,Male,No,0,Not Graduate,No,Urban,Y
LP102730,5816,9041,385,84,1,Male,No,3+,Not Graduate,No,Semiurban,N
LP102731,13202,4708,488,120,1,Male,No,3+,Graduate,Yes,Rural,Y
LP102732,10277,872,580,180,1,Male,Yes,3+,Not Graduate,Yes,Rural,N
LP102733,10226,14561,610,360,0,Male,Yes,3+,Not Graduate,No,Semiurban,N
LP102734,4757,806,627,120,0,Male,Yes,3+,Not Graduate,No,Rural,Y
LP102735,18827,13028,325,84,0,Male,Yes,2,Graduate,No,Urban,Y
LP102736,7662,7206,302,180,1,Female,No,0,Not Graduate,Yes,Rural,N
LP102737,9449,10522,82,180,1,Female,Yes,3+,Not Graduate,No,Rural,Y
LP102738,23764,1644,592,84,1,Female,Yes,3+,Not Graduate,Yes,Rural,Y
LP102739,21304,5340,109,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
LP102740,19412,1049,277,180,0,Male,Yes,2,Graduate,No,Rural,Y
LP102741,21441,9243,201,360,1,Female,Yes,0,Not Graduate,Yes,Urban,N
LP102742,19185,13207,64,120,0,Male,No,0,Graduate,No,Semiurban,N
LP102743,17090,6801,432,84,0,Male,No,3+,Not Graduate,No,Semiurban,N
LP102744,11460,10685,97,84,1,Female,No,0,Graduate,No,Urban,N
LP102745,18119,3423,246,360,1,Female,Yes,2,Graduate,No,Urban,Y
LP102746,4131,11395,267,180,1,Female,No,3+,Graduate,Yes,Urban,N
LP102747,20781,3161,421,180,1,Female,Yes,3+,Not Graduate,Yes,Semiurban,N
LP102748,15367,8231,501,84,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP102749,7349,4104,87,84,1,Female,No,3+,Not Graduate,Yes,Urban,N
LP102750,2605,7347,556,360,1,Female,Yes,1,Graduate,No,Semiurban,N
LP102751,1600,14399,635,180,0,Female,Yes,2,Not Graduate,No,Urban,Y
LP102752,10186,14913,130,120,0,Female,Yes,1,Graduate,Yes,Urban,N
LP102753,11391,6940,322,120,0,Male,Yes,3+,Graduate,Yes,Urban,Y
LP102754,19762,7453,377,120,1,Female,Yes,1,Graduate,Yes,Urban,N
LP102755,5301,14054,73,180,0,Female,No,0,Graduate,No,Semiurban,Y
LP102756,23973,13031,663,84,1,Female,No,0,Graduate,No,Rural,N
LP102757,22853,9094,611,120,1,Male,Yes,2,Not Graduate,Yes,Semiurban,Y
LP102758,18786,2887,231,120,0,Male,No,1,Graduate,No,Rural,N
LP102759,4500,6062,123,360,1,Male,Yes,0,Graduate,Yes,Urban,N
LP102760,2799,2008,275,180,0,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
LP102761,11390,3325,125,180,1,Female,No,0,Not Graduate,Yes,Rural,Y
LP102762,4983,13624,548,84,1,Female,Yes,1,Graduate,Yes,Semiurban,Y
LP102763,21069,5289,147,180,0,Male,No,1,Graduate,Yes,Urban,Y
LP102764,19372,6080,657,120,0,Female,Yes,3+,Not Graduate,No,Rural,N
LP102765,24999,5018,305,120,1,Male,No,0,Graduate,Yes,Urban,Y
LP102766,5609,2400,579,120,0,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP102767,24434,14216,136,120,1,Male,No,1,Graduate,Yes,Semiurban,Y
LP102768,6877,4601,485,120,0,Female,No,3+,Graduate,No,Semiurban,Y
LP102769,3734,2034,456,84,1,Female,Yes,0,Not Graduate,No,Urban,Y
LP102770,14497,11735,414,84,1,Male,No,0,Graduate,Yes,Rural,Y
LP102771,10861,13270,205,360,0,Male,No,1,Not Graduate,No,Rural,Y
LP102772,18277,3718,105,120,1,Female,Yes,3+,Graduate,No,Rural,N
LP102773,20527,1264,233,360,1,Male,Yes,1,Not Graduate,No,Urban,Y
LP102774,15945,693,371,360,0,Male,No,0,Graduate,No,Rural,N
LP102775,2140,7429,654,84,1,Female,No,3+,Graduate,Yes,Urban,Y
LP102776,14687,13580,52,180,0,Female,No,1,Graduate,Yes,Semiurban,Y
LP102777,22303,4311,648,84,0,Male,No,1,Graduate,Yes,Rural,N
LP102778,17686,14533,377,360,1,Male,No,2,Graduate,Yes,Urban,Y
LP102779,3135,14294,680,360,0,Female,No,2,Not Graduate,Yes,Rural,Y
LP102780,17204,3291,82,120,1,Female,Yes,2,Graduate,No,Semiurban,Y
LP102781,24673,987,643,120,1,Female,Yes,2,Graduate,No,Rural,N
LP102782,20037,785,298,180,0,Male,Yes,0,Not Graduate,Yes,Semiurban,N
LP102783,13251,12225,443,180,1,Male,Yes,1,Graduate,Yes,Urban,Y
LP102784,17761,8710,80,360,1,Male,Yes,3+,Not Graduate,Yes,Urban,Y
LP102785,8266,8819,466,120,0,Female,No,0,Not Graduate,Yes,Rural,Y
LP102786,1945,8549,179,180,0,Male,No,3+,Graduate,Yes,Semiurban,Y
LP102787,21406,1923,113,360,0,Male,No,3+,Graduate,No,Urban,N
LP102788,16193,13328,162,120,1,Female,Yes,2,Graduate,Yes,Urban,Y
LP102789,12385,10233,663,180,1,Male,Yes,2,Not Graduate,No,Urban,Y
LP102790,4396,8698,360,84,1,Female,No,2,Graduate,Yes,Urban,Y
LP102791,22742,11582,452,120,0,Female,Yes,3+,Not Graduate,Yes,Rural,Y
LP102792,3576,10380,590,180,1,Male,Yes,0,Graduate,Yes,Urban,Y
LP102793,13508,6826,102,120,1,Male,No,1,Graduate,No,Rural,Y
LP102794,14045,6463,700,180,1,Female,No,2,Not Graduate,No,Rural,Y
LP102795,6789,4392,84,120,1,Male,No,0,Graduate,Yes,Urban,Y
LP102796,19002,9880,650,84,0,Male,No,1,Graduate,No,Urban,N
LP102797,12083,8087,486,180,1,Male,No,3+,Graduate,Yes,Semiurban,N
LP102798,23408,1477,542,120,0,Male,No,0,Graduate,No,Semiurban,Y
LP102799,15449,5297,577,120,1,Female,Yes,2,Not Graduate,Yes,Rural,Y
LP102800,8294,12006,84,84,1,Male,No,3+,Graduate,No,Semiurban,Y
LP102801,23701,3241,310,180,0,Male,No,2,Graduate,Yes,Rural,Y
LP102802,20883,3786,591,180,0,Male,Yes,1,Graduate,Yes,Rural,N
